Gouvernorat,Délégation,Localité,Texte annonce,Prix,Date
Bizerte,Ghar El Melh,Ghar El Melh,"Ferme de 1h 350m de particulier Découvrez cette superbe ferme située à aoussja a cote de la route principale quelques minutes de ghar el melh , rafraf et ras-jbel a 45mn centre-ville, offrant une alliance parfaite entre sérénité et accessibilité. Voici pourquoi cette propriété est faite pour vous : Un cadre naturel enchanteur : Entourée de verdure, profitez d’un environnement paisible pour échapper au stress quotidien. Équipements modernes : La ferme est équipée d’un puits fonctionnel, d’un raccordement électrique fiable et de tout ce qu’il vous faut pour démarrer votre projet ou vivre confortablement. Potentiel infini : Idéale pour un espace de vie calme, un projet agricole ou encore une maison secondaire. Emplacement stratégique : Une tranquillité incomparable tout en restant proche des commodités urbaines. plus de 250 olive en plein production , 200 olive viens d'être planter , 100 citronier age 4 ans et divers arbres fruitier un studio récemment construit , et un autre pour gardien une grand cage de poulie et un autre pour les moutons un puit avec sondage équipe de gout a gout avec vanne a cote . Ne manquez pas cette opportunité unique de posséder un petit coin de paradis qui combine le charme de la campagne et la praticité de la ville. Contactez-nous dès aujourd’hui pour une visite ou pour plus d’informations. Cette ferme pourrait être la clé de votre nouveau départ ! Type de bien: Terrain Caractéristiques: 10350 m²",680000,04/12/2024
Sousse,Akouda,Akouda,Terrain de 291m2 à chatt mariem sousse a vendre terrain à chatt mariem sousse: * 291m2 lot de coin lot numéro 3 prix 64000 le propriétaire 58046547 Surface: 291 m²,64000,04/12/2024
Manouba,Djedeida,Djedeida,Terrain agricole terrain agricole peut etre des lots pour habit. il est situe a el mansoura sur la route principle qui lie bardo et tebourba. gouvernorat de manouba . la surface de terrain est de 2350 m tous les papiers sont en regle.prix par metre est de 150 dinars. contacter le numero 00966536882276. Adresse: route principle entre bardo et tebourba Surface: 2 350 m²,350000,04/12/2024
Nabeul,Al Haouaria,Al Haouaria,terrain agricole للبيع قطعة أرض في الهوارية على بعد 3 كم من الشاطئ و 2 كم من وسط البلاد الضوء متوفرة منقالة ضوء و الماء متوفر بير مشترك المساحة الإجمالية: 4000 متر مربع 63م علي 63م السعر 80 الف دينار الأوراق قانونية شهاده ملكيه فرديه 55464235watsap/5546145 référence t 1876 Superficie: 4000 m² Adresse: el haouaria,80000,04/12/2024
Nabeul,Kélibia,Kélibia,"Terrain à Vendre à Kelibia Immobilier agricole à vendre sur la route Azmour (Beni Hammad) Emplacement : Sur la route principale, après l'usine de fromage. Superficie totale : 35 000 m² Façade : 600 m² Accompagnée d’un plan architectural. Équipée d'une vanne reliée au barrage. Possibilité d’achat à partir de la moitié de la superficie. Type de bien: Terrain Caractéristiques: 35000 m²",600000,04/12/2024
Nabeul,Nabeul‎,Nabeul‎,Terrain agricole vue de mer de 2250m² à Tazarka L’agence immobilière ADAM vous propose : A vendre Terrain Agricole vue de mer Un terrain agricole de 2250m² situé à Tazarka à 400m de la route principale C27. Une maison inachevée de 120m². Façade : 40m Titre de propriété disponible Superficie : 2250 m² Prix : 340 MD. Référence : 769a. Pour plus d'information contactez-nous sur : (+216) 24.388.922 / 24.381.122 WhatsApp: 00216 24.388.922 E-mail : adamimmobiliere@gmail.com Web : https://adam-immo.com/bien/details/89313-terrain-agricole-vue-de-mer-de-2250m-a-tazarka Superficie: 2250 m² Adresse: tazarka,340000,04/12/2024
Nabeul,Beni Khiar,Beni Khiar,Campagne à ghardaya nabeul campagne à ghardaya nabeul superficie 3000 m² elle contient des arbres d’olives en pleine production prix : 100 000 dt gsm : 22 808 100 Adresse: ghardeya Surface: 3 000 m²,100000,04/12/2024
Medenine,Houmt Souk,Houmt Souk,"Terrain à sidi jmour un magnifique terrain avec titre bleu individuel de 4237 m², apte et autorisé à construire, au prix de 320 000 dinars. ce terrain est idéalement situé en hauteur, à deux pas de la route principale mellita - sidi jmour, et à seulement 10 minutes à pied de la plage. le prix est légèrement négociable pour toute personne sérieuse et intéressée. pour plus d'infos ou pour planifier une visite, contactez-nous via whatsapp ou téléphone au +21626364060. agence two r immo ne manquez pas cette opportunité unique ! Adresse: sidi jmour djerba Surface: 4 237 m²",320000,04/12/2024
Nabeul,Menzel Temime,Menzel Temime,Terrain à Vendre à Manzel Tamim Terrain agricole à vendre à Menzel Horr Superficie totale : 4 000 m² Possibilité d'achat à partir de 1 000 m² Certificat de propriété disponible Type de bien: Terrain Caractéristiques: 4000 m²,180000,04/12/2024
Nabeul,Kélibia,Kélibia,Terrain agricole à Vendre à Kelibia Terrain agricole à vendre sur la route principale Azmour. Superficie totale: 8000m² À 3 km de Kelibia Puits artésien (eau douce) Type de bien: Terrain Caractéristiques: 8000 m²,230000,04/12/2024
Nabeul,Menzel Temime,Menzel Temime,"Terrain à Vendre à Manzel Tamim Terrain agricole à vendre à Sidi Hassoune, Menzel Temime. Superficie totale: 6000m² À seulement 80m de la route principale Comprend une maison inachevée Certificat de propriété disponible Type de bien: Terrain Caractéristiques: 6000 m²",55000,04/12/2024
Beja,Medjez El Bab,Medjez El Bab,"Av 12 hectare à mejez el bab av 12 hectares à mejez el bab sur la route , prix un hectares 35 mille dinars titre collectif pour plus d'informations contacter 52518866 Adresse: mejez el bab Surface: 120 000 m²",420000,04/12/2024
Sousse,Kalâa Kebira,Kalâa Kebira,"terrain 3066 m² à 60 000dt à kalaa ekbira #Terrain 👉𝙰 𝚅𝙴𝙽𝙳𝚁𝙴 🏠 #Agence_letaief_immobilière 🔥 mets en #vente une opportunité à saisir, lot du #terrain #agricole : 🏠 Surface :3066 m² 💸 Prix : 60 000dt 🎯 Kalaa ekbira trik werrad ✅ titré 👉Contactez nous pour plus d'informations ou pour une visite gratuite. 👇 #agence_letaief_immobilière 📞 #Gérante: Letaief Maha (+216) 97 083 400 ☎ #agentimmobilier : Hannen (+216) 97 091 023 ☎ 📩 info@immobiliereletaief.com immobiliereletaief.com Superficie: 3066 m²",60000,04/12/2024
Beja,Medjez El Bab,Medjez El Bab,"Av 120 hectare à mejez el bab a vendre 120 hectares à mejez el bab , ll y a un puits dedans prix 9 mille dinars un hectare pour plus d'informations contacter 52518866 Adresse: mejez el bab Surface: 120 000 m²",900000,04/12/2024
Nabeul,Kélibia,Kélibia,"Un terrain de 1000 metre magique a vendre un terrain de 1000 m² titre foncier collectif de vocation agricole, 1ere position a la plage d’ezzahra kelibia emplacement d’investissement avec façade sur mer panoramique prix : 63 md. offre valable jusqu’à le 30/06/2025 pour plus information appeler : 25001718 Surface: 1 000 m²",63000,04/12/2024
Nabeul,Kélibia,Kélibia,"Un terrain 1000 metre carre a vendre un terrain de 1000 m² titre foncier collectif de vocation agricole, situé entre kelibia et elhaouria avec accès direct à la plage d’ezzahra hammam elghezaz. prix :39 md offre valable jusqu’à le 31/12/2024 contacte : 25001718 Surface: 1 000 m²",39000,04/12/2024
Nabeul,Kélibia,Kélibia,"1000 metre carre pres de dar allouche a vendre un terrain de 1000 m² titre foncier collectif de vocation agricole, situé entre kelibia et elhaouria avec accès direct à la plage d’ezzahra hammam elghezaz. prix : 39 md offre valable jusqu’à le 31/12/2024 contacte : 25001718 Surface: 1 000 m²",39000,04/12/2024
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,Investir au cap terrain 1000 metre carre pour un meilleur investissement on met a votre disposition un terrain de 1000 m² titre foncier collectif de vocation agricole pied dans l’eau situé entre kerkouane et hammam jebli prix : 63 md. offre valable jusqu’à le 30/06/2025 contacter pour plus d’information :25001718 Surface: 1 000 m²,63000,04/12/2024
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,"Un terrain de 200 metre caree a ne pas rater a vendre un terrain de 200 m² titre foncier collectif de vocation agricole, avec façade très important sur mer situé a ezzahra kelibia prix :10 md. offre valable jusqu’au le 31/12/2024 tel 25001718 Surface: 200 m²",10000,04/12/2024
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,Occasion de 200 metre carre profitez de l’opportunité unique d’acquérir un terrain de titre foncier collectif de vocation agricole avec accès direct a une plage magnifique. emplacement : hammam el ghezaz ezzahra superficie : 200 m² prix : 10 md offre valable jusqu'au le 31/12/2024 telf 25001718 Surface: 200 m²,10000,04/12/2024
Manouba,Tébourba,Tébourba,Un terrain d'agricole nu a jdaida mahfoura agence med ali zaier el manar 2 met a votre disposition un terrain d'agricole nu a vendre situé a jdaida mahfoura sur la route principale. *y compris électricité *clôturé *titre bleu *superficie: 2.5 hectares *frais de vente: 100.000dt/1 hectare *frais visite: 40dt pour plus de renseignement merci de nous contacter sur les numéros suivants: 53 351 390/58 680 819 Adresse: mahfoura jedaida manouba Surface: 25 000 m²,100000,04/12/2024
Manouba,Djedeida,Djedeida,Terrain nu a jedaida mansoura agence med ali zaier el manar 2 met a votre disposition un terrain d'agricole nu a vendre situé a jdaida mansoura sur la route principale. *y compris eau et électricité *vanne *titre bleu *superficie: 3.7 hectares *frais de vente: 100.000dt/1 hectare *frais visite: 40dt pour plus de renseignement merci de nous contacter sur les numéros suivants: 53 351 390/58 680 819 Adresse: jedaida mansoura Surface: 37 000 m²,100000,04/12/2024
Manouba,Djedeida,Djedeida,Un terrain d'agricole nu a jdaida mansoura agence med ali zaier el manar 2 met a votre disposition un terrain d'agricole nu a vendre situé a jdaida mansoura sur la route principale. *y compris eau et électricité *vanne *titre bleu *superficie: 3.4 hectares *frais de vente: 100.000dt/1 hectare *frais visite: 40dt pour plus de renseignement merci de nous contacter sur les numéros suivants: 53 351 390/58 680 819 Adresse: jdaida mansoura sur la route principale Surface: 34 000 m²,100000,04/12/2024
Manouba,Tébourba,Tébourba,2 terrains nus a jedaida mahfoura agence med ali zaier el manar 2 met a votre disposition deux terrains d'agricoles nus a vendre situé a jdaida mahfoura. *y compris électricité *titre bleu *superficie: 9 hectares et 8 hectares *frais de vente: 90.000dt/1 hectare *frais visite: 40dt pour plus de renseignement merci de nous contacter sur les numéros suivants: 53 351 390/58 680 819 Adresse: jedaida mahfoura Surface: 90 000 m²,90000,04/12/2024
Manouba,Tébourba,Tébourba,Un terrain d'agricole nu a jedaida mahfoura agence med ali zaier el manar 2 met a votre disposition un terrain d'agricole nu a vendre situé a jdaida mahfoura. *titre bleu *superficie: 13 hectares *frais de vente: 85.000dt/1 hectare *frais visite: 40dt pour plus de renseignement merci de nous contacter sur les numéros suivants: 53 351 390/58 680 819 Adresse: jedaida mahfoura Surface: 130 000 m²,85000,04/12/2024
Nabeul,Grombalia,Grombalia,"terrain agricole a grombalia référence : T 1910 للبيع سانية تمسح 2 هكتار و 2500 متر مربع في #منزل_بوزلفة فيها قوارص أشجار برتقال و ليمون أشجار , أشجار بوصاع فيها ضوء . فيها بئر , بيت عساس , جابية للاستفسار کلمنا على : 55461455 Superficie: 22500 m² Adresse: grombalia",650000,04/12/2024
Nabeul,Kélibia,Kélibia,"Terrain à vendre Terrain Agricole à Dar Alouch – Proche de la Plage Découvrez ce terrain agricole exceptionnel d'une superficie de 3453 m², situé dans la charmante région de Dar Alouch. Niché sur la route principale menant à la plage, ce bien jouit d'une localisation stratégique et d'un accès facilité grâce à une ouverture sur une voie de 12 mètres. Idéal pour des projets agricoles ou comme opportunité d'investissement, ce terrain offre un fort potentiel dans une zone en plein développement, à quelques pas de la mer. Un emplacement qui allie nature, accessibilité et possibilités de valorisation. Points forts : Surface : 3453 m²Proximité : À quelques minutes de la plageAccessibilité : Ouverture sur une voie de 12 mZone en développement Ne manquez pas cette opportunité unique pour concrétiser vos projets dans un cadre aussi pratique qu'attrayant. Type de bien: Terrain Type de terrain: Lots de villa Caractéristiques: 3453 m²",420000,04/12/2024
Zaghouan,Hammam Zriba,Hammam Zriba,"Senia hammam zriba 3ha olivier terrain agricole très belle ferme de 3 hectare titre foncier comprends une villa de 80 m2 couvert plantée olivier , 180000 md légèrement négociable pour plus d'info ou visite appeler ag colombos mr. mustapha 95502825 Adresse: senia hammam zriba 3ha olivier Surface: 3 000 m²",180000,04/12/2024
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,"Offre spécial de 3000 m² à kelibia On propose un terrain de 3000 m² de titre foncier collectif de vocation agricole avec vue imprenable sur la mer situés entre hammam jebli et ezzahra kelibia , une destination côtière prisée. Prix : 134 MD. Offre valable jusqu’à le 31/12/2024 Pour plus d’informations, veuillez nous contacter au 99 307 890 Type transaction: A Vendre Surface en m²: 3000",240000,04/12/2024
Nabeul,Menzel Temime,Menzel Temime,"Ferme à vendre à Manzel Tmilme Pour ceux qui sont intéressés par l'investissement agricole, nous vous proposons Terrain agricole à Sidi Hassoun - Menzel Tamim Sa superficie est de 1 hectare et 8000 m² Il y a 170 olives disponibles Documents légaux : certificat de propriété Type de bien: Ferme Caractéristiques: 18000 m²",170000,04/12/2024
Nabeul,Hammamet,Hammamet,للبيع هكتار على الطريق بالحمامات av terrain agricole de 1 hectare situé sur une route goudronnée pas loin de Hammamet sud l'eau et l'électricité sont disponible. prix: 125MD négociable pour plus d'infos appelez: 99958728/ 99202001 WhatsApp: 28466261 tél: 72248682,125000,04/12/2024
Sfax,Menzel Chaker,Menzel Chaker,Boura zitoun chemleli il s'agit d'une houaza zitoune de 40 pieds zitoun chemleli de surface 4 hectares situé au menzelchaker km 45 entrant 1 km de la route principale bon culture et affaire. Adresse: route menzelchaker km 45 ksar errih sfax Surface: 35 000 m²,145000,04/12/2024
Nabeul,Kélibia,Kélibia,"Terrain à Vendre à Kelibia Une opportunité d'investissement agricole ou résidentiel Terrain à vendre, route Tihert, Kélibia Superficie : 800 m² Il y a un puits dedans Type de bien: Terrain Caractéristiques: 800 m²",80000,04/12/2024
Nabeul,Grombalia,Grombalia,"terrain agricole référence : T 1910 للبيع سانية تمسح 2 هكتار و 2500 متر مربع في #منزل_بوزلفة فيها قوارص أشجار برتقال و ليمون أشجار , أشجار بوصاع فيها ضوء . فيها بئر , بيت عساس , جابية للاستفسار کلمنا على : 55461455 Type transaction: A Vendre Surface en m²: 22500",650000,04/12/2024
Nabeul,Hammamet,Hammamet,"Terrain agricole en vente Ce terrain, situé dans un quartier calme composé de villas avec un bon voisinage à Kharrouba Hammamet, bénéficie d’une orientation sud-est. Il dispose d'une façade de 17 mètres et d'une profondeur de 16 mètres.Le dossier juridique est disponible à l’agence. Type de bien: Terrain Caractéristiques: 272 m²",195000,04/12/2024
Sousse,Kondar,Kondar,Terrain agricole أرض فلاحية كاملة من جميع ماء الربيع المزيد من الإستفسار الرجاء إتصال على رقم 27563017 Type transaction: A Vendre Surface en m²: 11875,350,04/12/2024
Sousse,Bouficha,Bouficha,Terrain agricole érigée route zaghouan 7 ha terrain agricole hammamet route zaghouan je vends une très belle terrain de 7 hectare route hammamet zaghouan érigée prix 70000 le hectare légèrement négociable pour plus d'info ou visite appeler ag colombus mr mustapha 95502825 Adresse: terrain agricole érigée route zaghouan 7 ha Surface: 70 000 m²,490000,04/12/2024
Sousse,Bouficha,Bouficha,"Terrain agricole route zaghouan 30ha terrain agricole route zaghouan dune superficier de 30 ha érigée je vends une très belle terrain érigé de 30 hectare route zaghouan bouficha , prix 70000md le hectare légèrement négociable négociable pour plus d'info ou visite appeler ag colombus mr mustapha 95502825/50322432 Adresse: terrain agricole route zaghouan 30ha Surface: 30 000 m²",1500000,04/12/2024
Ben arous,Mornag,Mornag,Terrain 1070 m a vendre terrain 1070m² a ksibi2 morneg.vocation agricole modifiable sous demande.terrain se situe dans un nouveau quartier Adresse: ksibi2 jbal rsas Surface: 1 070 m²,139000,04/12/2024
Manouba,Borj El Amri,Borj El Amri,Terrain agricole borj el amri ferme olivier emplacement stratégique à borj el amri 13 hectares avec un sondage et une vanne bonne investissement pour les agriculteurs 2200 oliviers espagnol et chemlali tunisien pour plus d'informations veuillez contacter notre agence immobilière vaga au 56622022/99963822 frais de visite 30dt et notre commission en cas dachat 3% de prix d'achat Adresse: borj el amri Surface: 130 000 m²,1100000,04/12/2024
Sousse,Akouda,Akouda,Terrain 194m pas loin de municipalité chatt mariem #offre à ne pas rater #la sté akariet sarraj #agence #immobilière (#agrée) propose #a vendre #terrain #titré (#194m²)#tantana pas loin de #municipalité #chatt mariem #prix : #84.000md (#négociable) #vente#terrain#agenceimmobilière#a karietsarraj #27.457.153 ou #98.740.165 ou #73.274.601 Adresse: #tantana pas loin de #municipalité #chatt mariem Surface: 194 m²,84000,04/12/2024
Manouba,Tébourba,Tébourba,Terrain agricole terrain agricole sis à tborba 14 hectares dont 500oliviers et 500 llouze pour plus d'informations veuillez contacter votre agence immobilière vaga au 56622022/ 99963822 Adresse: chouigui Surface: 140 000 m²,1100000,04/12/2024
Nabeul,Al Haouaria,Al Haouaria,Terrain agricole 1h et 500m2 a el haouaria cap bon terrain agricole de 1h et 500m2 a el haouaria cap bon notre agence ranime immo vous propose pour la vente terrain agricole de hectares+500m2 (10500m2) situé dans un quartier calme a l'entoure d'el haouaria cap bon et s'éloigne 5mn de la mer. -le dossier foncier est réglé à titre bleu. -le prix est de 160 000dt. occasion à ne pas rater. assurez-vous chez nous. notre agence est à votre disposition pour toutes informations et conseils nécessaires afin de disposer du bien. tél : +216 23452279 whatsapp : +216 98368348 fcb : ranime immo Adresse: a el haouaria cap bon Surface: 10 500 m²,160000,04/12/2024
Nabeul,Kélibia,Kélibia,Terrain paradisiaque de 3000 mètre carré Vendre un terrain de 3000 m² titre foncier collectif de vocation agricole avec accès directe a la plage de hammam el ghezaz a kelibia Prix : 108 MD offre valable jusqu’à le 31/12/2024 Pour plus d’info 99307890 Type transaction: A Vendre Surface en m²: 3000,108000,04/12/2024
Siliana,El Aroussa,El Aroussa,"Av 80 hectare à siliana centre a vendre 80 hectares à siliana centre ( mchajra zitoun louz romen ) avec un sondage prix un hectare 12 mille dinars prix total 1 millard et 500 mille dinars , titre individuelle , pour plus d'informations contacter 52518866 Adresse: siliana Surface: 800 000 m²",15000000,04/12/2024
Beja,Testour,Testour,"Av 160 hectares sakwi à tastour a vendre 160 hectares sakwi zitoun prix 4 millard et 200 mille dinars , titre individuelle pour plus d'informations contacter 52518866 Adresse: tastour Surface: 160 000 m²",4200000,04/12/2024
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,Terrain paradisiaque de 1000 m ² Pour un meilleur investissement on met a votre disposition un terrain de 1000 m² titre foncier collectif de vocation agricole pied dans l’eau situé entre kerkouane et hammam jebli Prix : 39 MD ; offre valable jusuq’à le 31/12/2024 Contacter : 99307890 Type transaction: A Vendre Surface en m²: 1000,1000,04/12/2024
Zaghouan,Bir Mcherga,Bir Mcherga,"un endroit magnifique pour une résidence rurale A vendre 1,5 hectares nu, un endroit magnifique et calme pour une résidence rurale, à 42 km de Tunis, possibilité de creuser une puit, réseau d'eau potable et électricité, papiers légaux disponibles Le prix est de 100 000 dinars, négociable. sur rdv a l'avance pour profiter cette offre et pour plus d’information : contactez: mr harabi ali tel: 22516198 whatsapp 216 55357150 rue habib bourguiba birmchergua 1141 première visite 30 dt et le reste des visites sont gratuites , beaucoup d' autres offres sont disponibles :des terrains agricoles , industriels , des terrains de lotissement ,de loisir et des villas Superficie: 15000 m² Adresse: rue habib bourguiba birmchergua 1141",100000,04/12/2024
Zaghouan,Bir Mcherga,Bir Mcherga,"A vendre une entreprise pour tous types de matériaux de cons Opportunité d'investissement : A vendre, un actif commercial avec toutes ses composantes, avec un entrepôt et des bâtiments, pour une entreprise située rue Habib Bourguiba, Bir Al-Mashreqa, spécialisée dans la vente de tous types de matériaux de construction. Le prix est de 980 000 dinars, négociable. . visite sur rdv a l'avance pour profiter cette offre et pour plus d’information : contactez: mr harabi ali tel: 22516198 whatsapp 216 55357150 rue habib bourguiba birmchergua 1141 première visite 30 dt et le reste des visites sont gratuites , beaucoup d' autres offres sont disponibles :des terrains agricoles , industriels , des terrains de lotissement ,de loisir et des villas",980000,04/12/2024
Zaghouan,Bir Mcherga,Bir Mcherga,"Un endroit magnifique pour une résidence rurale a vendre 1,5 hectares nu, un endroit magnifique et calme pour une résidence rurale, à 42 km de tunis, possibilité de creuser une puit, réseau d'eau potable et électricité, papiers légaux disponibles le prix est de 100 000 dinars, négociable. sur rdv a l'avance pour profiter cette offre et pour plus d’information : contactez: mr harabi ali tel: 22516198 whatsapp 216 55357150 rue habib bourguiba birmchergua 1141 première visite 30 dt et le reste des visites sont gratuites , beaucoup d' autres offres sont disponibles :des terrains agricoles , industriels , des terrains de lotissement ,de loisir et des villas Adresse: av.habib bourgiba bir m'cherga Surface: 15 000 m²",100000,04/12/2024
Zaghouan,Bir Mcherga,Bir Mcherga,"Une entreprise pour matériaux de construction opportunité d'investissement : a vendre, un actif commercial avec toutes ses composantes, avec un entrepôt et des bâtiments, pour une entreprise située rue habib bourguiba, bir al-mashreqa, spécialisée dans la vente de tous types de matériaux de construction. le prix est de 980 000 dinars, négociable. . visite sur rdv a l'avance pour profiter cette offre et pour plus d’information : contactez: mr harabi ali tel: 22516198 whatsapp 216 55357150 rue habib bourguiba birmchergua 1141 première visite 30 dt et le reste des visites sont gratuites , beaucoup d' autres offres sont disponibles :des terrains agricoles , industriels , des terrains de lotissement ,de loisir et des villas Adresse: av.habib bourgiba bir m'cherga Surface: 1 000 m²",980000,04/12/2024
Sfax,Sfax Sud,Sfax Sud,Boura louze il s'agit d'une boura de surface 11500m2 ou 19 zitouna situé de la route principale lain km 25 entrant a droit 300m terrain excellent et bonne voisinage Adresse: rte lain km 25 ain turkya a sfax . Surface: 11 500 m²,80000,04/12/2024
Nabeul,Kélibia,Kélibia,"Investissez dans des terrains à partir de 3000 m² à vendre un terrain pour investissement touristique écologique, titre foncier collectif de vocation agricole avec une magnifique vue de façades sur mer, disponible de suite Région : Nabeul Ezzahra Kelibia superficie: à partir de 3000 m² Prix : 108MD offre valable jusquà le 31/12/2024 Téléphone : 99307890 Type transaction: A Vendre Surface en m²: 3000",108000,04/12/2024
Nabeul,Kélibia,Kélibia,"Bonne affaire de 1000 m² agricole Nous vous offrons une opportunité d’investissement en Tunisie, acheter un terrain de titre foncier collectif de vocation agricole au bord de la plage d’ezzahra kelibia . Surface :1000 m² Prix :39 Md offre valable jusqu’à le 31/12/2024 Pour Plus d'informations contactez-nous : 99 307 890 Type transaction: A Vendre Surface en m²: 1000",39000,04/12/2024
Zaghouan,El Fahs,El Fahs,Terrain agricole elga d el fahs un terrain agricole d'une superficie de 93 hectares situé d'el fahs. 6 hectares de ce terrain est planté d'oliviers berali chetoui et il dispose d'un puits. nb: tous les papiers sont réglés. pour tous renseignements contacter l’agent sur le 56993420 Surface: 93 m²,1620000,04/12/2024
Nabeul,Hammamet,Hammamet,Av terrain 22800m+375 oliviers à enfidha av terrain agricole de 2 hectare et 2800m situé à enfidha -375 oliviers -bâtiment - titre individuel -compteur d'eu et électricité prix: 240MD négociable,240000,04/12/2024
Nabeul,Dar Chaabane,Dar Chaabane,Campagne à dar chaâbane el fehri campagne à dar chaâbane el fehri superficie : un hectare et 6000 m². elle contient 83 arbres d’olives + 16 arbres « zahar » + un puits d’eau + un courrier. prix : 190 000 dt gsm : 22 808 100 Adresse: dar chabane el fehri Surface: 16 000 m²,190000,04/12/2024
Medenine,Zarzis,Zarzis,"Terrain à hessy elhedi terrain agricole, contenant 85 pieds d'oliviers nouvelle plantation, accès facile, à deux km du rond-point jdaria. Adresse: hessy elhedi prés mdalela vers tarf ellil Surface: 20 000 m²",40000,04/12/2024
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,UN TERRAIN DE 1000 M² un terrain de 1000 M² à vendre pour investissement titre foncier collectif de vocation agricole entre hammam jebli et Kkerkouane. Prix : 63 Md. Pour plus d’information appeler : 25001718 Type transaction: A Vendre Surface en m²: 1000,63000,04/12/2024
Nabeul,Hammamet,Hammamet,"T223 terrain reve hammamet doukhla t223 terrain reve a vendre chez l’agence smart owner immobilière hammamet, un lot de terrain de 610 m² bien situé à hammamet zone douikhla. superficie: 610 m². prix: 63 000 dt pour éventuelle visite ou plus d'informations veuillez svp contacter mme khouloud sur le 54 544 909 / 52 177 449. Adresse: hammamet Surface: 610 m²",63000,04/12/2024
Monastir,Ouardanine,Ouardanine,Tearrin agricole occasion pour investissement a vendre terrain agricole planté oliviers plus surface nu avec titre de propriété. le terrain ouvre sur deux rues dont une est goudronnés prés de l eau et l électricité prix demandé 150000 dt fixe pour les sérieux tel: 97227096 Adresse: بوعثمان Surface: 10 100 m²,150000,04/12/2024
Nabeul,Menzel Temime,Menzel Temime,Terrain vue sur mer emplacement de choix vue sur mer Adresse: lebna plage Surface: 2 100 m²,450000,04/12/2024
Nabeul,Hammamet,Hammamet,Cite en plein essor cadre calme vue magnifique Adresse: bessbessia Surface: 1 000 m²,340000,04/12/2024
Beja,Testour,Testour,"Terrain Agricole EL Molk à Vendre à Tastour Un terrain agricole de 5,7 Hectares situé sur la route principale à Tastour, Béja. Ce terrain est planté par 300 arbres d'olives et 250 arbres d'amandes. Il dispose d'électricité et eau. Pour tous les renseignements, contacter l'agent. Type de bien: Terrain Caractéristiques: 57000 m²",340000,04/11/2024
Beja,Testour,Testour,"Terrain agricole el molk à tastour un terrain agricole de 5,7 hectares situé sur la route principale à tastour, béja. ce terrain est planté par 300 arbres d'olives et 250 arbres d'amandes. il dispose d'électricité et eau. pour tous les renseignements, contacter l'agent sur le 58640720. Surface: 57 000 m²",340000,04/11/2024
Ben arous,Fouchana,Fouchana,1322m2 fouchana la merveille immobiliere vous propose la vente d un terrain de 1322m2 à fouchana tel 55 812 942 Surface: 1 322 m²,800000,04/11/2024
Sousse,Chatt Meriem,Chatt Meriem,4000 m² à vendre à foukaia chatt meriem à 70dt/m² ✅ #terrain👉𝙰 𝚅𝙴𝙽𝙳𝚁𝙴 🏠 en exclusivité #agence_letaief_immobilière🔥 mets en #vente une opportunité pour investir #terrain agricole situé à #foukaia #ChottMeriem en 3 -ème position de la route goudronnée. 🏠 Surface : 4000 m² 💸 Prix : 70 dt/m² 🎯 foukaia Chott meriem ✅ Titre+mou9asma 👉Contactez nous pour plus d'informations ou pour une visite gratuite. 👇#agence_letaief_immobilière 📞 #Gérante: Letaief Maha (+216) 97 083 400 ☎#agentimmobilier : Hannen (+216) 97 091 023 ☎📩 info@immobiliereletaief.com immobiliereletaief.com Surface en m²: 4000 Type transaction: A Vendre,70,04/11/2024
Nabeul,Barraket Essahel,Barraket Essahel,av terrain de 22800m avec oliviers à enfidha av terrain agricole de 2 hectare et 2800m situé à enfidha -375 oliviers -bâtiment - titre individuel -compteur d'eu et électricité prix: 240MD négociable pour plus d'infos appelez: 99958728 WhatsApp: 20478182 Superficie: 22800 m²,240000,04/11/2024
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,OFFRE DE TERRAIN DE VOCATION AGRICOLE Vendre un terrain de 5000 m² titre foncier collectif de vocation agricole avec accès directe a la plage de hammam el ghezaz ezzahra. Prix 150 MD offre valable jusqu’à le 31/12/2024 Pour plus d’info 99307890 Surface en m²: 5000 Type transaction: A Vendre,150000,04/11/2024
Sousse,Enfidha,Enfidha,AV terrain 22800m avec oliviers à enfidha av terrain agricole de 2 hectare et 2800m situé à enfidha -375 oliviers -bâtiment - titre individuel -compteur d'eu et électricité prix: 240MD négociable pour plus d'infos appelez: 99958728 WhatsApp: 20478182 Type transaction: A Vendre Surface en m²: 22800,240000,04/11/2024
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,Terrain Paradisiaque Prés de hammam el ghezaz Profitez de l’opportunité unique d’acquérir un terrain de titre foncier collectif de vocation agricole privilégie en front de mer avec accès direct a une plage magnifique. Emplacement : Hammam El Ghezaz Ezzahra Superficie : 2000 m² Prix :76 MD offre valable jusqu’à le 31/12/2024 Pour plus d’information contacter nous à 99 307 890 Type transaction: A Vendre Surface en m²: 2000,76000,04/11/2024
